Date,,Open,High,Low,Last,Close,Total Trade Quantity,Turnover (Lacs)
2018-10-01 13:30:00-04:00,AAPL,227.91,227.95,227.7634,,221.71,180786,
2018-10-01 13:40:00-04:00,AAPL,227.87,227.957,227.81,,221.14,167647,
2018-10-01 13:50:00-04:00,AAPL,227.87,227.95,227.59,,221.05,218921,
2018-10-01 14:00:00-04:00,AAPL,227.74,227.77,227.18,,221.04,332887,
2018-10-01 14:10:00-04:00,AAPL,227.28,227.48,227.19,,221.33,212764,
2018-10-01 14:20:00-04:00,AAPL,227.459,227.59,227.29,,220.54,198699,
2018-10-01 14:30:00-04:00,AAPL,227.341,227.3529,226.73,,219.15,491638,
2018-10-01 14:40:00-04:00,AAPL,226.99,227.15,226.83,,219.05,261219,
2018-10-01 14:50:00-04:00,AAPL,226.964,227.1915,226.84,,219.2381,256876,
2018-10-01 15:00:00-04:00,AAPL,227.16,227.27,227.1,,219.8026,225888,
2018-10-01 15:10:00-04:00,AAPL,227.16,227.33,226.96,,220.32,225134,
2018-10-01 15:20:00-04:00,AAPL,227.21,227.3,226.62,,221.54,362271,
2018-10-01 15:30:00-04:00,AAPL,226.79,226.83,226.35,,220.9035,446612,
2018-10-01 15:40:00-04:00,AAPL,226.62,226.97,226.54,,220.94,423021,
2018-10-01 15:50:00-04:00,AAPL,226.89,227.46,226.68,,221.18,1027081,
2018-10-01 16:00:00-04:00,AAPL,227.26,227.26,227.26,,220.4724,1099129,
2018-10-02 09:30:00-04:00,AAPL,227.25,228.2,226.688,,220.4925,1261640,
2018-10-02 09:40:00-04:00,AAPL,227.2237,228.45,226.63,,221.31,870056,
2018-10-02 09:50:00-04:00,AAPL,228.23,229.34,228.1943,,219.785,1118323,
2018-10-02 10:00:00-04:00,AAPL,229.24,229.43,228.83,,220.4,721036,
2018-10-02 10:10:00-04:00,AAPL,228.8538,228.9599,228.56,,219.2796,532159,
2018-10-02 10:20:00-04:00,AAPL,228.7,229.28,228.57,,218.91,521169,
2018-10-02 10:30:00-04:00,AAPL,229.18,229.39,228.85,,219.66,512219,
2018-10-02 10:40:00-04:00,AAPL,228.93,229.07,228.32,,219.1399,459624,
2018-10-02 10:50:00-04:00,AAPL,228.99,229.35,228.99,,218.71,444697,
2018-10-02 11:00:00-04:00,AAPL,229.14,229.18,228.72,,219.51,402278,
2018-10-02 11:10:00-04:00,AAPL,229.03,229.1,228.82,,220.46,226291,
2018-10-02 11:20:00-04:00,AAPL,228.827,229.3596,228.82,,220.2,455211,
2018-10-02 11:30:00-04:00,AAPL,229.25,229.56,229.22,,219.535,658705,
2018-10-02 11:40:00-04:00,AAPL,229.28,229.67,229.13,,219.6,464175,
2018-10-02 11:50:00-04:00,AAPL,229.66,229.85,229.41,,218.715,504132,
2018-10-02 12:00:00-04:00,AAPL,229.81,229.88,229.63,,218.29,369942,
2018-10-02 12:10:00-04:00,AAPL,229.7048,229.73,229.34,,217.7799,304032,
2018-10-02 12:20:00-04:00,AAPL,229.49,229.81,229.4899,,218.03,235287,
2018-10-02 12:30:00-04:00,AAPL,229.75,230,229.72,,216.23,332400,
2018-10-02 12:40:00-04:00,AAPL,229.9284,230,229.38,,215.08,385619,
2018-10-02 12:50:00-04:00,AAPL,229.3928,229.3928,229.03,,215.09,432500,
2018-10-02 13:00:00-04:00,AAPL,229.21,229.38,229.19,,217.58,217226,
2018-10-02 13:10:00-04:00,AAPL,229.2893,229.31,229.0167,,218.6135,257264,
2018-10-02 13:20:00-04:00,AAPL,229.18,229.44,229.15,,218.33,178593,
2018-10-02 13:30:00-04:00,AAPL,229.41,229.6664,229.34,,219.38,254155,
2018-10-02 13:40:00-04:00,AAPL,229.6649,229.84,229.6,,218.7,235122,
2018-10-02 13:50:00-04:00,AAPL,229.7762,229.84,229.38,,219.4402,273908,
2018-10-02 14:00:00-04:00,AAPL,229.5236,229.815,229.4425,,219.15,238936,
2018-10-02 14:10:00-04:00,AAPL,229.814,229.87,229.6,,219.47,223497,
2018-10-02 14:20:00-04:00,AAPL,229.72,230,229.72,,219.14,381179,
2018-10-02 14:30:00-04:00,AAPL,229.865,229.895,229.47,,219.0026,363475,
2018-10-02 14:40:00-04:00,AAPL,229.64,229.73,229.35,,219.61,302494,
2018-10-02 14:50:00-04:00,AAPL,229.56,229.61,229.37,,220.06,239046,
2018-10-02 15:00:00-04:00,AAPL,229.585,229.59,228.69,,219.64,735387,
2018-10-02 15:10:00-04:00,AAPL,228.96,229.1,228.27,,219.79,541021,
2018-10-02 15:20:00-04:00,AAPL,228.288,228.7393,227.92,,219.49,665517,
2018-10-02 15:30:00-04:00,AAPL,228.67,229.1932,228.67,,219.4,506868,
2018-10-02 15:40:00-04:00,AAPL,229.04,229.7,229.03,,218.88,553479,
2018-10-02 15:50:00-04:00,AAPL,229.59,229.74,229.28,,218.97,972591,
2018-10-02 16:00:00-04:00,AAPL,229.28,229.29,229.28,,219.25,1346878,
2018-10-03 09:30:00-04:00,AAPL,230.05,231.67,229.78,,219.505,2059744,
2018-10-03 09:40:00-04:00,AAPL,231.35,231.95,230.98,,219.34,1057074,
2018-10-03 09:50:00-04:00,AAPL,231.8,232.33,231.73,,218.97,961729,
2018-10-03 10:00:00-04:00,AAPL,231.9,232.96,231.83,,218.4,1336932,
2018-10-03 10:10:00-04:00,AAPL,232.91,233.47,232.44,,219.16,1136787,
2018-10-03 10:20:00-04:00,AAPL,233.09,233.28,232.7501,,219.5,638753,
2018-10-03 10:30:00-04:00,AAPL,232.84,233.12,232.57,,219.6,721687,
2018-10-03 10:40:00-04:00,AAPL,232.73,232.83,232.31,,219.33,654806,
2018-10-03 10:50:00-04:00,AAPL,232.529,232.58,232.23,,219.6601,629716,
2018-10-03 11:00:00-04:00,AAPL,232.53,232.58,232.08,,219.86,681686,
2018-10-03 11:10:00-04:00,AAPL,232.54,233.08,232.3602,,220.16,706384,
2018-10-03 11:20:00-04:00,AAPL,232.92,233.3,232.85,,220.47,560190,
2018-10-03 11:30:00-04:00,AAPL,233.0601,233.139,232.28,,220.87,602844,
2018-10-03 11:40:00-04:00,AAPL,232.34,232.43,231.75,,220.536,856311,
2018-10-03 11:50:00-04:00,AAPL,232.2297,232.74,232.229,,220.66,508909,
2018-10-03 12:00:00-04:00,AAPL,232.74,232.84,232.35,,221.24,304459,
2018-10-03 12:10:00-04:00,AAPL,232.3987,232.68,232.36,,221.13,281288,
2018-10-03 12:20:00-04:00,AAPL,232.5573,232.81,232.552,,220.93,247962,
2018-10-03 12:30:00-04:00,AAPL,232.605,232.61,232.2,,220.98,269450,
2018-10-03 12:40:00-04:00,AAPL,232.25,232.4599,232.05,,219.85,285316,
2018-10-03 12:50:00-04:00,AAPL,232.42,232.69,232.2891,,219.8,251332,
2018-10-03 13:00:00-04:00,AAPL,232.68,232.94,232.66,,215.98,259699,
2018-10-03 13:10:00-04:00,AAPL,232.76,232.89,232.65,,217.73,211003,
2018-10-03 13:20:00-04:00,AAPL,232.73,232.8,232.49,,216.37,172554,
2018-10-03 13:30:00-04:00,AAPL,232.6945,232.8895,232.65,,215.2702,199524,
2018-10-03 13:40:00-04:00,AAPL,232.79,232.8,232.48,,215.59,198123,
2018-10-03 13:50:00-04:00,AAPL,232.64,232.74,232.49,,215.4,188704,
2018-10-03 14:00:00-04:00,AAPL,232.51,232.88,232.43,,215.24,219726,
2018-10-03 14:10:00-04:00,AAPL,232.85,232.8522,232.54,,214.86,216388,
2018-10-03 14:20:00-04:00,AAPL,232.63,232.68,232.43,,212.87,198975,
2018-10-03 14:30:00-04:00,AAPL,232.5,232.53,231.76,,214.21,593638,
2018-10-03 14:40:00-04:00,AAPL,232.12,232.4325,231.88,,215.35,460678,
2018-10-03 14:50:00-04:00,AAPL,232.13,232.57,231.92,,215.85,523086,
2018-10-03 15:00:00-04:00,AAPL,232.3897,232.55,231.96,,215.93,391489,
2018-10-03 15:10:00-04:00,AAPL,232.32,232.38,232.0266,,215.96,402828,
2018-10-03 15:20:00-04:00,AAPL,232.17,232.41,231.571,,216.3452,674136,
2018-10-03 15:30:00-04:00,AAPL,231.8902,232.1506,231.76,,216.94,453335,
2018-10-03 15:40:00-04:00,AAPL,231.84,232.14,231.8,,217,459543,
2018-10-03 15:50:00-04:00,AAPL,231.96,232.18,231.92,,217.009,1006479,
2018-10-03 16:00:00-04:00,AAPL,232.07,232.07,232.07,,217.39,1392823,
2018-10-04 09:30:00-04:00,AAPL,230.78,232.35,230.26,,219.0397,2070522,
2018-10-04 09:40:00-04:00,AAPL,230.715,230.728,229.07,,218.87,1821172,
2018-10-04 09:50:00-04:00,AAPL,229.75,230.42,229.57,,219.48,926502,
2018-10-04 10:00:00-04:00,AAPL,229.91,230.22,229.37,,219.3376,762565,
2018-10-04 10:10:00-04:00,AAPL,230.19,230.33,229.77,,218.3085,628297,
2018-10-04 10:20:00-04:00,AAPL,229.9505,230.09,229.34,,217.13,696846,
2018-10-04 10:30:00-04:00,AAPL,229.78,229.97,229.37,,217.8188,557021,
2018-10-04 10:40:00-04:00,AAPL,229.92,229.9699,229.19,,218.69,591460,
2018-10-04 10:50:00-04:00,AAPL,229.23,229.65,229.13,,217.45,569381,
2018-10-04 11:00:00-04:00,AAPL,229.2,229.6,229.08,,217.29,393650,
2018-10-04 11:10:00-04:00,AAPL,229.545,229.96,229.34,,217.87,511615,
2018-10-04 11:20:00-04:00,AAPL,229.7,229.92,229.38,,217.82,346165,
2018-10-04 11:30:00-04:00,AAPL,229.5,229.65,228.61,,216.48,748216,
2018-10-04 11:40:00-04:00,AAPL,228.65,229.06,228.08,,215.7588,690356,
2018-10-04 11:50:00-04:00,AAPL,228.2,228.5,227.82,,215.3,680620,
2018-10-04 12:00:00-04:00,AAPL,228.15,228.87,227.72,,215.66,653972,
2018-10-04 12:10:00-04:00,AAPL,228.57,228.6645,228.17,,216.0225,421520,
2018-10-04 12:20:00-04:00,AAPL,228.415,228.52,227.3,,216.06,806489,
2018-10-04 12:30:00-04:00,AAPL,227.82,228.8199,227.74,,216.0751,535258,
2018-10-04 12:40:00-04:00,AAPL,228.785,228.785,228.1125,,216.03,339801,
2018-10-04 12:50:00-04:00,AAPL,228.1581,228.1895,227.43,,216.3,399293,
2018-10-04 13:00:00-04:00,AAPL,227.93,228.2798,227.65,,218.93,256578,
2018-10-04 13:10:00-04:00,AAPL,228.2561,228.2561,227.57,,218.65,353764,
2018-10-04 13:20:00-04:00,AAPL,227.62,228.34,227.4313,,219.01,466097,
2018-10-04 13:30:00-04:00,AAPL,228.05,228.05,227.46,,219.6023,347188,
2018-10-04 13:40:00-04:00,AAPL,227.8,228.12,227.3362,,218.76,380190,
2018-10-04 13:50:00-04:00,AAPL,227.42,227.91,227.28,,218.98,424507,
2018-10-04 14:00:00-04:00,AAPL,227.69,228.18,227.69,,218.4,422841,
2018-10-04 14:10:00-04:00,AAPL,227.81,228.05,227.39,,218.45,378238,
2018-10-04 14:20:00-04:00,AAPL,227.55,227.64,226.73,,218.44,779000,
2018-10-04 14:30:00-04:00,AAPL,227.55,228.35,227.37,,218.24,481764,
2018-10-04 14:40:00-04:00,AAPL,228.23,228.27,227.5281,,217.5,429550,
2018-10-04 14:50:00-04:00,AAPL,227.84,228.4899,227.71,,217.94,438129,
2018-10-04 15:00:00-04:00,AAPL,228.27,228.52,228.0764,,217.26,313869,
2018-10-04 15:10:00-04:00,AAPL,228.3266,228.4,227.93,,217.38,312179,
2018-10-04 15:20:00-04:00,AAPL,228.16,228.18,227.77,,216.02,329313,
2018-10-04 15:30:00-04:00,AAPL,227.84,228.0044,227.389,,215.83,369621,
2018-10-04 15:40:00-04:00,AAPL,227.51,228.62,227.42,,216.7674,790033,
2018-10-04 15:50:00-04:00,AAPL,228.45,228.62,227.63,,215.38,1225053,
2018-10-04 16:00:00-04:00,AAPL,227.99,227.99,227.99,,216.13,1867737,
2018-10-05 09:30:00-04:00,AAPL,227.96,228.41,226.84,,216.22,1219617,
2018-10-05 09:40:00-04:00,AAPL,227.4186,227.609,226.37,,215.46,851216,
2018-10-05 09:50:00-04:00,AAPL,226.4,226.598,225.67,,216.7532,935825,
2018-10-05 10:00:00-04:00,AAPL,226.1,226.5595,225.56,,216.09,705190,
2018-10-05 10:10:00-04:00,AAPL,225.86,226.22,225.64,,215.48,601574,
2018-10-05 10:20:00-04:00,AAPL,225.83,226.68,225.75,,216.053,610161,
2018-10-05 10:30:00-04:00,AAPL,226.42,226.74,226.23,,216.385,378204,
2018-10-05 10:40:00-04:00,AAPL,226.24,226.44,225.42,,216.313,518874,
2018-10-05 10:50:00-04:00,AAPL,225.52,226.07,225.28,,215.75,514726,
2018-10-05 11:00:00-04:00,AAPL,226.03,226.06,225.4,,214.38,435926,
2018-10-05 11:10:00-04:00,AAPL,225.46,225.469,224.16,,213.7077,1092965,
2018-10-05 11:20:00-04:00,AAPL,224.36,224.82,223.85,,213.5775,771981,
2018-10-05 11:30:00-04:00,AAPL,224.49,224.9,224.24,,213.95,409885,
2018-10-05 11:40:00-04:00,AAPL,224.77,224.79,223.69,,214.06,672759,
2018-10-05 11:50:00-04:00,AAPL,224.1598,224.23,223.55,,213.09,540752,
2018-10-05 12:00:00-04:00,AAPL,223.92,224.65,223.86,,212.409,430981,
2018-10-05 12:10:00-04:00,AAPL,224.54,224.63,224,,211.52,374753,
2018-10-05 12:20:00-04:00,AAPL,224.23,224.78,224.16,,211.01,407192,
2018-10-05 12:30:00-04:00,AAPL,224.36,224.37,223.3,,209.545,624905,
2018-10-05 12:40:00-04:00,AAPL,223.47,223.67,223.12,,212.55,514002,
2018-10-05 12:50:00-04:00,AAPL,223.639,223.69,222.73,,212.24,570525,
2018-10-05 13:00:00-04:00,AAPL,222.86,222.86,221.25,,212.13,1196135,
2018-10-05 13:10:00-04:00,AAPL,221.57,222.09,221.22,,212.8,958098,
2018-10-05 13:20:00-04:00,AAPL,221.94,221.94,220.58,,214.85,960331,
2018-10-05 13:30:00-04:00,AAPL,221.55,222.38,221.43,,213.645,659207,
2018-10-05 13:40:00-04:00,AAPL,222.2736,222.95,222.2736,,213.3542,707659,
2018-10-05 13:50:00-04:00,AAPL,222.64,223.5,222.3129,,213.4899,665652,
2018-10-05 14:00:00-04:00,AAPL,223.2639,223.85,223,,211.93,564808,
2018-10-05 14:10:00-04:00,AAPL,223.13,224.06,223.03,,211.87,411173,
2018-10-05 14:20:00-04:00,AAPL,224.0403,224.33,223.85,,212.085,502358,
2018-10-05 14:30:00-04:00,AAPL,224.2297,224.5,223.86,,213.2705,508850,
2018-10-05 14:40:00-04:00,AAPL,224.21,225.2,224.21,,213.09,736414,
2018-10-05 14:50:00-04:00,AAPL,224.71,225.07,224.4084,,213.82,468892,
2018-10-05 15:00:00-04:00,AAPL,224.94,225.38,224.58,,213.83,558190,
2018-10-05 15:10:00-04:00,AAPL,225.04,225.25,224.59,,214.37,417225,
2018-10-05 15:20:00-04:00,AAPL,224.93,225.22,224.5,,212.87,462415,
2018-10-05 15:30:00-04:00,AAPL,224.6374,224.67,224.02,,213.23,584877,
2018-10-05 15:40:00-04:00,AAPL,224.42,225,224.14,,212.86,706198,
2018-10-05 15:50:00-04:00,AAPL,224.79,224.8,223.81,,213.33,1446375,
2018-10-05 16:00:00-04:00,AAPL,224.47,224.47,224.29,,213.4,1531880,
2018-10-08 09:30:00-04:00,AAPL,222.21,222.85,221.02,,213.6438,2269980,
2018-10-08 09:40:00-04:00,AAPL,222.31,223.44,221.92,,212.4465,937593,
2018-10-08 09:50:00-04:00,AAPL,222.55,223.35,222.55,,211.96,788805,
2018-10-08 10:00:00-04:00,AAPL,222.86,223.16,222.53,,212.01,643128,
2018-10-08 10:10:00-04:00,AAPL,223.03,223.98,222.84,,211.67,742287,
2018-10-08 10:20:00-04:00,AAPL,223.74,224.3,223.64,,211.5208,659834,
2018-10-08 10:30:00-04:00,AAPL,223.88,223.92,223.04,,212.735,428025,
2018-10-08 10:40:00-04:00,AAPL,223.3722,223.44,222.47,,212.9471,423648,
2018-10-08 10:50:00-04:00,AAPL,222.695,223.23,222.51,,211.8768,427042,
2018-10-08 11:00:00-04:00,AAPL,223.12,223.19,222.22,,211.84,451750,
2018-10-08 11:10:00-04:00,AAPL,222.35,222.91,222.28,,211.9357,397040,
2018-10-08 11:20:00-04:00,AAPL,222.71,223.21,222.38,,211.8191,366781,
2018-10-08 11:30:00-04:00,AAPL,222.47,222.71,221.55,,212,552142,
2018-10-08 11:40:00-04:00,AAPL,221.61,221.61,220.2,,212.96,1110403,
2018-10-08 11:50:00-04:00,AAPL,221.16,221.68,220.75,,213.0146,640529,
2018-10-08 12:00:00-04:00,AAPL,221.54,221.6518,221,,212.64,378561,
2018-10-08 12:10:00-04:00,AAPL,221.3698,221.3698,220.55,,212.69,435297,
2018-10-08 12:20:00-04:00,AAPL,220.89,222.23,220.73,,212.81,505498,
2018-10-08 12:30:00-04:00,AAPL,222.08,222.37,221.7901,,213.03,293891,
2018-10-08 12:40:00-04:00,AAPL,222.2,222.36,221.57,,213.33,288541,
2018-10-08 12:50:00-04:00,AAPL,221.88,221.97,220.89,,213.3,352858,
2018-10-08 13:00:00-04:00,AAPL,220.94,222.35,220.94,,217.8393,374827,
2018-10-08 13:10:00-04:00,AAPL,222.19,222.2812,221.55,,217.15,283030,
2018-10-08 13:20:00-04:00,AAPL,221.64,222.23,221.5146,,217.695,294209,
2018-10-08 13:30:00-04:00,AAPL,221.82,222.949,221.77,,218.46,476187,
2018-10-08 13:40:00-04:00,AAPL,222.83,223.28,222.7979,,219.06,397202,
2018-10-08 13:50:00-04:00,AAPL,222.97,223.15,222.4404,,218.76,250029,
2018-10-08 14:00:00-04:00,AAPL,222.48,223.75,222.4,,218.66,419958,
2018-10-08 14:10:00-04:00,AAPL,223.49,223.56,222.893,,218.36,360798,
2018-10-08 14:20:00-04:00,AAPL,222.9492,223.5,222.52,,218.27,396188,
2018-10-08 14:30:00-04:00,AAPL,222.5517,223.3,222.5517,,218.36,325937,
2018-10-08 14:40:00-04:00,AAPL,223.04,223.5,222.81,,218.6,249506,
2018-10-08 14:50:00-04:00,AAPL,223.36,223.61,223.23,,219.79,322533,
2018-10-08 15:00:00-04:00,AAPL,223.395,224.1169,223.33,,218.77,547597,
2018-10-08 15:10:00-04:00,AAPL,223.9101,224.2,223.81,,218.33,415710,
2018-10-08 15:20:00-04:00,AAPL,224.1,224.19,223.65,,218.5464,375383,
2018-10-08 15:30:00-04:00,AAPL,223.77,224.68,223.77,,218.46,611434,
2018-10-08 15:40:00-04:00,AAPL,224.56,224.8,224.275,,218.8994,607355,
2018-10-08 15:50:00-04:00,AAPL,224.4,224.5295,223.75,,219.1613,1217151,
2018-10-08 16:00:00-04:00,AAPL,223.77,223.77,223.77,,219.439,1950903,
2018-10-09 09:30:00-04:00,AAPL,223.64,224.93,222.87,,219.7543,1806833,
2018-10-09 09:40:00-04:00,AAPL,224.015,224.1214,222.25,,219.7036,1197400,
2018-10-09 09:50:00-04:00,AAPL,222.93,224.26,222.65,,219.88,751881,
2018-10-09 10:00:00-04:00,AAPL,224.13,224.45,223.55,,220.3012,625933,
2018-10-09 10:10:00-04:00,AAPL,223.6,224.95,223.33,,219.67,777413,
2018-10-09 10:20:00-04:00,AAPL,224.9,226.38,224.87,,219.615,1040261,
2018-10-09 10:30:00-04:00,AAPL,226.2878,226.71,226.16,,219.26,1008333,
2018-10-09 10:40:00-04:00,AAPL,226.56,227.05,226.48,,219.57,773549,
2018-10-09 10:50:00-04:00,AAPL,226.618,226.78,226.04,,220.15,606861,
2018-10-09 11:00:00-04:00,AAPL,226.36,226.52,225.5332,,220.24,707406,
2018-10-09 11:10:00-04:00,AAPL,225.6054,225.91,225.12,,219.8977,581458,
2018-10-09 11:20:00-04:00,AAPL,225.8472,226.88,225.8459,,219.4,444169,
2018-10-09 11:30:00-04:00,AAPL,226.5001,226.76,226.22,,219.51,290156,
2018-10-09 11:40:00-04:00,AAPL,226.6034,226.77,226.0802,,219.88,276100,
2018-10-09 11:50:00-04:00,AAPL,226.23,226.78,226.2,,219.61,280250,
2018-10-09 12:00:00-04:00,AAPL,226.565,226.87,226.27,,219.9635,343403,
2018-10-09 12:10:00-04:00,AAPL,226.29,226.31,225.6,,219.8317,349809,
2018-10-09 12:20:00-04:00,AAPL,225.69,226.0599,225.6231,,219.7,200230,
2018-10-09 12:30:00-04:00,AAPL,225.7,226.16,225.39,,219.15,254296,
2018-10-09 12:40:00-04:00,AAPL,226.0548,226.0548,224.93,,218.79,351323,
2018-10-09 12:50:00-04:00,AAPL,225.175,225.579,224.93,,218.86,268273,
2018-10-09 13:00:00-04:00,AAPL,225.4,225.42,224.83,,219.22,320985,
2018-10-09 13:10:00-04:00,AAPL,225.17,226,225.1505,,217.6,256616,
2018-10-09 13:20:00-04:00,AAPL,225.74,226.22,225.74,,217.71,229891,
2018-10-09 13:30:00-04:00,AAPL,225.9,225.92,225.29,,217.51,197104,
2018-10-09 13:40:00-04:00,AAPL,225.45,225.6537,224.777,,217.99,337028,
2018-10-09 13:50:00-04:00,AAPL,225.2,225.85,225.12,,217.94,243675,
2018-10-09 14:00:00-04:00,AAPL,225.61,226.0175,225.3,,218.3,232055,
2018-10-09 14:10:00-04:00,AAPL,225.97,226.28,225.71,,217.36,275701,
2018-10-09 14:20:00-04:00,AAPL,225.74,226.08,225.55,,217.5,215042,
2018-10-09 14:30:00-04:00,AAPL,225.9,226.01,225.38,,217.88,226542,
2018-10-09 14:40:00-04:00,AAPL,225.82,226.3,225.77,,218.65,306112,
2018-10-09 14:50:00-04:00,AAPL,226.21,226.819,226.11,,219,379019,
2018-10-09 15:00:00-04:00,AAPL,226.67,226.74,226.45,,219.0488,256855,
2018-10-09 15:10:00-04:00,AAPL,226.64,226.93,226.4,,219.5614,355735,
2018-10-09 15:20:00-04:00,AAPL,226.79,226.81,226.28,,219.26,383335,
2018-10-09 15:30:00-04:00,AAPL,226.6,227.1,226.49,,219.9,545047,
2018-10-09 15:40:00-04:00,AAPL,226.98,227.27,226.7189,,219.37,783034,
2018-10-09 15:50:00-04:00,AAPL,227.05,227.17,226.68,,219.03,1101707,
2018-10-09 16:00:00-04:00,AAPL,226.87,226.91,226.87,,219.12,1104423,
2018-10-10 09:30:00-04:00,AAPL,225.46,226.35,224.25,,218.9,1415614,
2018-10-10 09:40:00-04:00,AAPL,224.505,225.65,224.3,,219.2464,905287,
2018-10-10 09:50:00-04:00,AAPL,224.3375,224.35,222.88,,219.24,1247517,
2018-10-10 10:00:00-04:00,AAPL,223.59,224.1594,222.56,,219.96,985290,
2018-10-10 10:10:00-04:00,AAPL,223.89,224,223.08,,220.53,676986,
2018-10-10 10:20:00-04:00,AAPL,223.84,224.14,222.87,,220.25,837275,
2018-10-10 10:30:00-04:00,AAPL,223.49,224.01,223.05,,219.98,487898,
2018-10-10 10:40:00-04:00,AAPL,223.44,224.38,223.21,,220.41,674196,
2018-10-10 10:50:00-04:00,AAPL,223.59,224.35,223.12,,219.74,472446,
2018-10-10 11:00:00-04:00,AAPL,223.65,224.07,222.27,,219.55,815321,
2018-10-10 11:10:00-04:00,AAPL,222.3,223.31,222.17,,219.09,797764,
2018-10-10 11:20:00-04:00,AAPL,222.87,223.5,222.37,,218.7,771637,
2018-10-10 11:30:00-04:00,AAPL,223.3546,223.54,222.8,,219.19,426148,
2018-10-10 11:40:00-04:00,AAPL,223.09,224.28,223.04,,219.5,502297,
2018-10-10 11:50:00-04:00,AAPL,224.25,224.4,223.35,,219.6566,312825,
2018-10-10 12:00:00-04:00,AAPL,223.34,223.5055,222.77,,219.9945,472731,
2018-10-10 12:10:00-04:00,AAPL,223.19,223.94,223.09,,220.795,417559,
2018-10-10 12:20:00-04:00,AAPL,223.93,223.9699,223.27,,221.1099,241561,
2018-10-10 12:30:00-04:00,AAPL,223.309,223.58,223.01,,221.965,263688,
2018-10-10 12:40:00-04:00,AAPL,223.3,223.46,222.93,,222.06,282224,
2018-10-10 12:50:00-04:00,AAPL,223.06,223.4437,222.55,,222.22,341920,
2018-10-10 13:00:00-04:00,AAPL,222.6,222.86,222.17,,219.22,497449,
2018-10-10 13:10:00-04:00,AAPL,222.82,223.8196,222.59,,217.6,527586,
2018-10-10 13:20:00-04:00,AAPL,223.51,223.81,223.2201,,217.71,266247,
2018-10-10 13:30:00-04:00,AAPL,223.23,223.33,222.7,,217.51,321429,
2018-10-10 13:40:00-04:00,AAPL,222.87,223.22,222.37,,217.99,349779,
2018-10-10 13:50:00-04:00,AAPL,223.1321,223.1321,222.42,,217.94,250749,
2018-10-10 14:00:00-04:00,AAPL,222.71,222.84,221.5,,218.3,642618,
2018-10-10 14:10:00-04:00,AAPL,221.61,222.48,221.58,,217.36,581975,
2018-10-10 14:20:00-04:00,AAPL,221.896,222.14,221.58,,217.5,439427,
2018-10-10 14:30:00-04:00,AAPL,221.77,222,220.7,,217.88,748128,
2018-10-10 14:40:00-04:00,AAPL,221.076,221.076,220.16,,218.65,831321,
2018-10-10 14:50:00-04:00,AAPL,220.285,221.72,220.25,,219,747742,
2018-10-10 15:00:00-04:00,AAPL,221.365,221.365,220.2,,219.0488,625332,
2018-10-10 15:10:00-04:00,AAPL,220.5972,220.8373,219.52,,219.5614,1277048,
2018-10-10 15:20:00-04:00,AAPL,219.8915,220.94,219.65,,219.26,987595,
2018-10-10 15:30:00-04:00,AAPL,220.85,220.9,219.32,,219.9,1027163,
2018-10-10 15:40:00-04:00,AAPL,219.56,219.56,218.26,,219.37,2032409,
2018-10-10 15:50:00-04:00,AAPL,219.02,219.02,216.05,,219.03,4037752,
