symbol	avgTotalVolume	calculationPrice	change	changePercent	close	closeTime	companyName	delayedPrice	delayedPriceTime	extendedChange	extendedChangePercent	extendedPrice	extendedPriceTime	high	iexAskPrice	iexAskSize	iexBidPrice	iexBidSize	iexLastUpdated	iexMarketPercent	iexRealtimePrice	iexRealtimeSize	iexVolume	latestPrice	latestSource	latestTime	latestUpdate	latestVolume	low	marketCap	open	openTime	peRatio	previousClose	primaryExchange	sector	week52High	week52Low	ytdChange
FLEX	5144208	close	-0.69	-0.05953	10.9	2018-10-24 20:00:00.559	Flex Ltd.	10.9	2018-10-24 20:00:00.559	0.251	0.02303	11.151	2018-10-24 20:11:05.868	11.66	0.0	0.0	0.0	0.0	2018-10-24 19:59:57.510	0.02506	10.895	100.0	117464.0	10.9	Close	2018-10-24 00:00:00	1540411200559	4687310	10.88	5807106258	11.57	2018-10-24 13:30:00.326	10.19	11.59	Nasdaq Global Select	Technology	19.71	10.88	-0.42376477783872735
OHGI	6131761	close	-0.0118	-0.04507	0.25	2018-10-24 20:00:00.322	One Horizon Group Inc.	0.25	2018-10-24 20:00:00.322	0.004	0.016	0.254	2018-10-24 20:58:47.077	0.295	0.0	0.0	0.0	0.0	2018-10-24 19:36:55.699	0.00017	0.2459	100.0	900.0	0.25	Close	2018-10-24 00:00:00	1540411200322	5294118	0.23	14675256	0.2728	2018-10-24 13:30:00.409		0.2618	NASDAQ Capital Market	Technology	3.38	0.16	-0.8705366666666667
ASML	939500	close	-14.79	-0.08552	158.16	2018-10-24 20:00:00.347	ASML Holding N.V.	158.16	2018-10-24 20:00:00.347	0.48	0.00303	158.64	2018-10-24 20:32:00.022	167.695	0.0	0.0	0.0	0.0	2018-10-24 19:59:47.218	0.02302	158.17	100.0	43005.0	158.16	Close	2018-10-24 00:00:00	1540411200347	1868158	157.95	67464423244	167.19	2018-10-24 13:30:00.452	23.22	172.95	Nasdaq Global Select	Technology	221.66	157.95	-0.10521731064344017
IPGP	870731	close	-2.66	-0.02011	129.63	2018-10-24 20:00:00.235	IPG Photonics Corporation	129.63	2018-10-24 20:00:00.235	2.59	0.01998	132.22	2018-10-24 20:50:48.485	133.1	0.0	0.0	0.0	0.0	2018-10-24 19:59:39.212	0.04383	129.7	100.0	29684.0	129.63	Close	2018-10-24 00:00:00	1540411200235	677253	129.55	7045843686	132.24	2018-10-24 13:30:00.667	15.93	132.29	Nasdaq Global Select	Technology	264.1114	126.57	-0.4251203445174058
LXFT	159704	close	-0.51	-0.01247	40.38	2018-10-24 20:02:01.537	Luxoft Holding Inc. Class A	40.38	2018-10-24 20:02:01.537	0.0	0.0	40.38	2018-10-24 20:36:28.009	41.27	0.0	0.0	0.0	0.0	2018-10-24 19:59:24.225	0.10426	40.35	4.0	22188.0	40.38	Close	2018-10-24 00:00:00	1540411321537	212814	40.21	1354381946	40.89	2018-10-24 13:30:01.206	19.32	40.89	New York Stock Exchange	Technology	59.05	31.5	-0.27371661246612466
NTNX	4004676	close	-2.0	-0.05071	37.44	2018-10-24 20:00:00.368	Nutanix Inc.	37.44	2018-10-24 20:00:00.368	0.48	0.01282	37.92	2018-10-24 20:53:02.186	39.95	0.0	0.0	0.0	0.0	2018-10-24 19:59:41.681	0.01013	37.51	100.0	15032.0	37.44	Close	2018-10-24 00:00:00	1540411200368	1483909	37.3	6472963374	39.45	2018-10-24 13:30:00.707	-20.57	39.44	Nasdaq Global Select	Technology	64.8699	26.35	0.0463692767732961
CUI	57804	close	-0.04	-0.02151	1.82	2018-10-24 20:00:00.568	CUI Global Inc.	1.82	2018-10-24 20:00:00.568	0.09	0.04945	1.91	2018-10-24 16:21:11.963	2.13	0.0	0.0	0.0	0.0	2018-10-24 16:21:11.963	0.0033	1.91	100.0	200.0	1.82	Close	2018-10-24 00:00:00	1540411200568	60606	1.82	51923883	1.95	2018-10-24 15:13:50.202	-5.2	1.86	NASDAQ Capital Market	Technology	3.42	1.82	-0.3711603496503496
CPSI	116955	close	-1.27	-0.04836	24.99	2018-10-24 20:00:00.546	Computer Programs and Systems Inc.	24.99	2018-10-24 20:00:00.546	-0.003	-0.00012	24.987	2018-10-24 20:29:01.041	26.43	0.0	0.0	0.0	0.0	2018-10-24 19:53:56.518	0.01666	25.03	100.0	1839.0	24.99	Close	2018-10-24 00:00:00	1540411200546	110384	24.96	352008865	26.29	2018-10-24 13:30:00.728	17.12	26.26	Nasdaq Global Select	Technology	34.65	24.96	-0.16122780851998236
ATEN	323214	close	-0.16	-0.02749	5.66	2018-10-24 20:02:00.299	A10 Networks Inc.	5.66	2018-10-24 20:02:00.299	0.061	0.01078	5.721	2018-10-24 20:39:03.795	5.91	0.0	0.0	0.0	0.0	2018-10-24 19:59:37.265	0.01892	5.65	10.0	4545.0	5.66	Close	2018-10-24 00:00:00	1540411320299	240222	5.65	411523329	5.78	2018-10-24 13:30:00.028	-113.2	5.82	New York Stock Exchange	Technology	8.25	5.51	-0.2765222580645161
ACN	2324714	close	-4.97	-0.03144	153.12	2018-10-24 20:00:16.572	Accenture plc Class A (Ireland)	153.12	2018-10-24 20:00:16.572	1.22	0.00797	154.34	2018-10-24 20:56:27.365	158.44	0.0	0.0	0.0	0.0	2018-10-24 19:59:59.726	0.0504	153.2	9.0	122268.0	153.12	Close	2018-10-24 00:00:00	1540411216572	2425952	152.997	97981488000	157.87	2018-10-24 13:30:01.009	23.06	158.09	New York Stock Exchange	Technology	175.64	138.05	0.014729361776469538
VPG	68851	close	-2.2	-0.06546	31.41	2018-10-24 20:02:03.663	Vishay Precision Group Inc.	31.41	2018-10-24 20:02:03.663	0.0	0.0	31.41	2018-10-24 20:02:06.099	33.67	0.0	0.0	0.0	0.0	2018-10-24 19:53:20.136	0.06612	31.715	64.0	3703.0	31.41	Close	2018-10-24 00:00:00	1540411323663	56004	31.37	423231250	33.55	2018-10-24 13:30:00.853	19.63	33.61	New York Stock Exchange	Technology	45.0	20.5	0.26299849802371533
CBAK	48614	close	-0.036	-0.05056	0.676	2018-10-24 20:00:00.219	CBAK Energy Technology Inc.	0.676	2018-10-24 20:00:00.219	0.036	0.05325	0.712	2018-10-24 13:21:18.378	0.75	0.0	0.0	0.0	0.0	1970-01-01 00:00:00.000	0.0	0.0	0.0	0.0	0.676	Close	2018-10-24 00:00:00	1540411200219	31747	0.676	18013695	0.71	2018-10-24 13:30:00.625		0.712	NASDAQ Global Market	Technology	2.025	0.490127	-0.5852309365400955
KLAC	1810323	close	-4.49	-0.04962	86.0	2018-10-24 20:00:00.316	KLA-Tencor Corporation	86.0	2018-10-24 20:00:00.316	0.0	0.0	86.0	2018-10-24 20:48:19.710	89.56	0.0	0.0	0.0	0.0	2018-10-24 19:59:59.304	0.03717	85.95	100.0	85028.0	86.0	Close	2018-10-24 00:00:00	1540411200316	2287544	85.89	13315811118	89.21	2018-10-24 13:30:00.562	11.57	90.49	Nasdaq Global Select	Technology	123.96	85.89	-0.18069188606085282
PSTG	3093376	close	-1.49	-0.06736	20.63	2018-10-24 20:03:53.813	Pure Storage Inc. Class A	20.63	2018-10-24 20:03:53.813	0.0	0.0	20.63	2018-10-24 20:59:21.864	22.27	0.0	0.0	0.0	0.0	2018-10-24 19:59:50.658	0.02195	20.625	100.0	63191.0	20.63	Close	2018-10-24 00:00:00	1540411433813	2878861	20.59	4872278945	22.11	2018-10-24 13:30:00.630	-20.63	22.12	New York Stock Exchange	Technology	29.135	15.81	0.29722975940777296
INTC	28202275	close	-2.08	-0.04674	42.42	2018-10-24 20:00:00.303	Intel Corporation	42.42	2018-10-24 20:00:00.303	0.58	0.01367	43.0	2018-10-24 20:59:25.728	44.36	0.0	0.0	0.0	0.0	2018-10-24 19:59:59.208	0.01642	42.41	100.0	538501.0	42.42	Close	2018-10-24 00:00:00	1540411200303	32795432	42.36	195598620000	44.19	2018-10-24 13:30:00.702	10.61	44.5	Nasdaq Global Select	Technology	57.5995	40.49	-0.0790878502900782
CRM	6124666	close	-7.4	-0.05261	133.26	2018-10-24 20:01:08.545	Salesforce.com Inc	133.26	2018-10-24 20:01:08.545	2.94	0.02206	136.2	2018-10-24 20:59:58.564	141.5	0.0	0.0	0.0	0.0	2018-10-24 19:59:59.794	0.03963	133.3	100.0	280523.0	133.26	Close	2018-10-24 00:00:00	1540411268545	7078552	133.0	100837842000	141.28	2018-10-24 13:31:52.507	416.44	140.66	New York Stock Exchange	Technology	161.19	97.81	0.29457896657408295
EIGI	406341	close	-0.42	-0.04947	8.07	2018-10-24 20:00:00.427	Endurance International Group Holdings Inc.	8.07	2018-10-24 20:00:00.427	0.01	0.00124	8.08	2018-10-24 20:56:10.969	8.59	0.0	0.0	0.0	0.0	2018-10-24 19:59:46.527	0.07012	8.055	5.0	34417.0	8.07	Close	2018-10-24 00:00:00	1540411200427	490830	8.05	1158145221	8.45	2018-10-24 13:30:00.448	-26.9	8.49	Nasdaq Global Select	Technology	10.95	6.95	-0.0387557142857143
BDR	67963	close	-0.08	-0.07273	1.02	2018-10-24 20:00:00.079	Blonder Tongue Laboratories Inc.	1.02	2018-10-24 20:10:00.001	-0.01	-0.0098	1.01	2018-10-24 20:44:40.124	1.093	0.0	0.0	0.0	0.0	2018-10-24 18:15:15.379	0.00206	1.025	100.0	100.0	1.02	Close	2018-10-24 00:00:00	1540411200079	48544	1.01	9853749	1.11	2018-10-24 13:30:00.028		1.1	NYSE American	Technology	2.2	0.3815	0.7606033333333336
SANM	327668	close	-1.09	-0.0439	23.74	2018-10-24 20:00:00.452	Sanmina Corporation	23.74	2018-10-24 20:00:00.452	-0.003	-0.00013	23.737	2018-10-24 20:29:00.724	24.85	0.0	0.0	0.0	0.0	2018-10-24 19:59:37.945	0.0294	23.745	3.0	6090.0	23.74	Close	2018-10-24 00:00:00	1540411200452	207143	23.71	1613388229	24.76	2018-10-24 13:30:00.554	11.41	24.83	Nasdaq Global Select	Technology	39.4	23.35	-0.2982543543543543
DBD	1505771	close	-0.17	-0.04474	3.63	2018-10-24 20:02:01.213	Diebold Nixdorf Incorporated	3.63	2018-10-24 20:02:01.213	0.0	0.0	3.63	2018-10-24 20:36:22.854	3.85	0.0	0.0	0.0	0.0	2018-10-24 19:59:34.648	0.02003	3.625	100.0	21734.0	3.63	Close	2018-10-24 00:00:00	1540411321213	1085072	3.58	276220334	3.79	2018-10-24 13:30:00.944	5.58	3.8	New York Stock Exchange	Technology	22.0	3.55	-0.8248325925925926
COHR	499274	close	-3.57	-0.02874	120.64	2018-10-24 20:00:00.405	Coherent Inc.	120.64	2018-10-24 20:00:00.405	-0.014	-0.00012	120.626	2018-10-24 20:30:00.936	126.15	0.0	0.0	0.0	0.0	2018-10-24 19:59:57.809	0.12452	120.58	53.0	81194.0	120.64	Close	2018-10-24 00:00:00	1540411200405	652056	120.46	2931467914	123.58	2018-10-24 13:30:00.732	8.81	124.21	Nasdaq Global Select	Technology	329.0	115.53	-0.6023264602286382
CTG	37660	close	-0.16	-0.03252	4.76	2018-10-24 20:00:00.445	Computer Task Group Incorporated	4.76	2018-10-24 20:00:00.445	0.05	0.0105	4.81	2018-10-24 17:22:43.400	5.05	0.0	0.0	0.0	0.0	2018-10-24 17:22:43.400	0.00389	4.81	100.0	199.0	4.76	Close	2018-10-24 00:00:00	1540411200445	51157	4.75	68883312	4.84	2018-10-24 13:30:00.664	18.31	4.92	Nasdaq Global Select	Technology	9.6203	4.75	-0.0863661538461539
IMTE	9413	close	-0.17	-0.02549	6.5	2018-10-24 20:00:00.242	Integrated Media Technology Limited	6.5	2018-10-24 20:00:00.242	0.1	0.01538	6.6	2018-10-24 14:09:24.043	6.8	0.0	0.0	0.0	0.0	2018-10-24 14:09:24.043	0.01361	6.6	100.0	100.0	6.5	Close	2018-10-24 00:00:00	1540411200242	7348	6.5	17183472	6.92	2018-10-24 13:30:00.770		6.67	NASDAQ Capital Market	Technology	44.0	1.85	0.16558142857142866
TER	2746393	close	-1.97	-0.06118	30.23	2018-10-24 20:03:17.723	Teradyne Inc.	30.23	2018-10-24 20:03:17.723	0.1	0.00331	30.33	2018-10-24 20:59:14.763	32.31	0.0	0.0	0.0	0.0	2018-10-24 19:59:54.997	0.06837	30.22	100.0	526200.0	30.23	Close	2018-10-24 00:00:00	1540411397723	7696358	30.22	5636018624	31.6	2018-10-24 13:31:07.199	14.82	32.2	New York Stock Exchange	Technology	50.68	30.22	-0.3275393882075246
ESP	9528	close	0.11	0.004	27.6	2018-10-24 20:00:00.055	Espey Mfg. & Electronics Corp.	27.6	2018-10-24 20:10:00.000	0.9	0.03261	28.5	2018-10-23 20:03:47.603	27.6	0.0	0.0	0.0	0.0	1970-01-01 00:00:00.000	0.0	0.0	0.0	0.0	27.6	Close	2018-10-24 00:00:00	1540411200055	194	27.6	65790755	27.5	2018-10-24 18:17:28.627		27.49	NYSE American	Technology	32.55	21.51	0.23921138784918652
HSTM	149639	close	-0.93	-0.03277	27.45	2018-10-24 20:00:00.596	HealthStream Inc.	27.45	2018-10-24 20:00:00.596	-0.003	-0.00011	27.447	2018-10-24 20:29:00.580	28.43	0.0	0.0	0.0	0.0	2018-10-24 19:59:40.286	0.01377	27.43	39.0	1689.0	27.45	Close	2018-10-24 00:00:00	1540411200596	122658	27.42	887260970	28.4	2018-10-24 13:30:00.593	74.19	28.38	Nasdaq Global Select	Technology	31.86	21.1501	0.22304889303856837
CPSH	10634	close	-0.01	-0.00763	1.3	2018-10-24 20:00:00.584	CPS Technologies Corp.	1.3	2018-10-24 20:00:00.584	0.09	0.06923	1.39	2018-10-05 20:43:23.662	1.29	0.0	0.0	0.0	0.0	1970-01-01 00:00:00.000	0.0	0.0	0.0	0.0	1.3	Close	2018-10-24 00:00:00	1540411200584	5269	1.28	17164467	1.31	2018-10-24 13:30:00.687		1.31	NASDAQ Capital Market	Technology	2.2	1.08	-0.2370417647058823
INTU	1782059	close	-7.44	-0.03562	201.43	2018-10-24 20:00:00.357	Intuit Inc.	201.43	2018-10-24 20:00:00.357	3.57	0.01772	205.0	2018-10-24 20:51:55.999	211.16	0.0	0.0	0.0	0.0	2018-10-24 19:59:59.511	0.049	201.61	100.0	71526.0	201.43	Close	2018-10-24 00:00:00	1540411200357	1459714	201.27	52104224417	208.23	2018-10-24 13:30:00.469	43.79	208.87	Nasdaq Global Select	Technology	231.84	145.83	0.2919075585746827
INFN	2838713	close	-0.35	-0.05853	5.63	2018-10-24 20:00:00.259	Infinera Corporation	5.63	2018-10-24 20:00:00.259	0.08	0.01421	5.71	2018-10-24 20:00:27.131	6.01	0.0	0.0	0.0	0.0	2018-10-24 19:59:42.538	0.03172	5.625	34.0	86931.0	5.63	Close	2018-10-24 00:00:00	1540411200259	2740574	5.62	985111412	5.98	2018-10-24 13:30:00.746	-9.54	5.98	Nasdaq Global Select	Technology	12.39	5.62	-0.1619782758620689
UCTT	585973	close	-0.38	-0.03696	9.9	2018-10-24 20:00:00.306	Ultra Clean Holdings Inc.	9.9	2018-10-24 20:00:00.306	-0.001	-0.0001	9.899	2018-10-24 20:29:00.600	10.29	0.0	0.0	0.0	0.0	2018-10-24 19:59:54.076	0.02458	9.895	35.0	20398.0	9.9	Close	2018-10-24 00:00:00	1540411200306	829862	9.89	385458688	10.07	2018-10-24 13:30:00.013	4.04	10.28	Nasdaq Global Select	Technology	33.9298	9.89	-0.6030216293794851
IMMR	273392	close	-0.37	-0.03799	9.37	2018-10-24 20:00:00.548	Immersion Corporation	9.37	2018-10-24 20:00:00.548	0.0	0.0	9.37	2018-10-24 20:00:02.102	9.87	0.0	0.0	0.0	0.0	2018-10-24 19:59:41.833	0.04867	9.375	100.0	7053.0	9.37	Close	2018-10-24 00:00:00	1540411200548	144915	9.37	288319135	9.69	2018-10-24 13:30:00.853	5.64	9.74	Nasdaq Global Select	Technology	17.7048	5.76	0.3357758674188999
PRKR	239196	close	-0.1285	-0.33076	0.26	2018-08-16 20:00:00.183	ParkerVision Inc.	0.26	2018-08-16 20:00:00.183	-0.01	-0.03846	0.25	2018-08-16 20:52:57.935	0.3289										0.26	Close	2018-08-16 00:00:00	1534449600183	2228575	0.25	6282192	0.3001	2018-08-16 13:30:00.482	-0.31	0.3885	NASDAQ Capital Market	Technology	2.0386	0.25	-1.08076
SYNT	635704	close	0.01	0.00024	40.99	2018-10-09 20:00:00.358	Syntel Inc.	40.99	2018-10-09 20:00:00.358	0.0	0.0	40.99	2018-10-09 20:54:58.312	41.01										40.99	Close	2018-10-09 00:00:00	1539115200358	1803027	40.98	3401734358	40.98	2018-10-09 13:30:00.319	18.89	40.98	Nasdaq Global Select	Technology	41.06	18.82	0.7519494017094019
CLRO	19812	close	-0.03	-0.01875	1.57	2018-10-24 20:00:00.487	ClearOne Inc.	1.57	2018-10-24 20:00:00.487	0.83	0.52866	2.4	2018-10-02 13:18:57.401	1.64	0.0	0.0	0.0	0.0	1970-01-01 00:00:00.000	0.0	0.0	0.0	0.0	1.57	Close	2018-10-24 00:00:00	1540411200487	386	1.6	13041574	1.6	2018-10-24 13:30:00.329		1.6	NASDAQ Capital Market	Technology	9.95	1.55	-0.8373667258051718
SUNW	108879	close	0.0099	0.02605	0.3899	2018-10-24 20:00:00.249	Sunworks Inc.	0.3899	2018-10-24 20:00:00.249	0.0001	0.00026	0.39	2018-10-24 20:04:48.576	0.396	0.0	0.0	0.0	0.0	1970-01-01 00:00:00.000	0.0	0.0	0.0	0.0	0.3899	Close	2018-10-24 00:00:00	1540411200249	19540	0.38	10017393	0.3819	2018-10-24 13:30:00.599	-1.08	0.38	NASDAQ Capital Market	Technology	1.48	0.33	-0.6316076576576577
HDP	1976353	close	-1.62	-0.08766	16.86	2018-10-24 20:00:00.525	Hortonworks Inc.	16.86	2018-10-24 20:00:00.525	0.0	0.0	16.86	2018-10-24 20:38:01.332	18.55	0.0	0.0	0.0	0.0	2018-10-24 19:59:54.231	0.04905	16.86	28.0	55956.0	16.86	Close	2018-10-24 00:00:00	1540411200525	1140795	16.84	1399899305	18.31	2018-10-24 13:30:00.310	-6.97	18.48	Nasdaq Global Select	Technology	26.22	15.5	-0.20849729781160797
TIVO	883565	close	-0.84	-0.07071	11.04	2018-10-24 20:00:00.544	TiVo Corporation	11.04	2018-10-24 20:00:00.544	0.0	0.0	11.04	2018-10-24 20:41:02.000	11.95	0.0	0.0	0.0	0.0	2018-10-24 19:59:55.516	0.03378	11.025	1.0	42163.0	11.04	Close	2018-10-24 00:00:00	1540411200544	1248165	11.01	1366487040	11.89	2018-10-24 13:30:00.840	24.0	11.88	Nasdaq Global Select	Technology	19.475	11.01	-0.25305188845987064
MYSZ	1717723	close	-0.01	-0.00952	1.04	2018-10-24 20:00:00.323	My Size Inc.	1.04	2018-10-24 20:00:00.323	0.02	0.01923	1.06	2018-10-24 20:57:16.674	1.08	0.0	0.0	0.0	0.0	2018-10-24 18:26:39.027	0.00037	1.04	100.0	100.0	1.04	Close	2018-10-24 00:00:00	1540411200323	270270	1.02	30898429	1.06	2018-10-24 13:30:00.473		1.05	NASDAQ Capital Market	Technology	3.58	0.57	0.3278892472296523
SOL	30873	close	-0.11	-0.05729	1.81	2018-10-24 20:02:02.375	Renesola Ltd. ADR	1.81	2018-10-24 20:02:02.375	0.19	0.10497	2.0	2018-10-24 20:21:34.047	1.93	0.0	0.0	0.0	0.0	1970-01-01 00:00:00.000	0.0	0.0	0.0	0.0	1.81	Close	2018-10-24 00:00:00	1540411322375	54617	1.81	68965887	1.91	2018-10-24 13:30:00.856		1.92	New York Stock Exchange	Technology	3.7858	1.81	-0.4064425423728814
ITRI	261595	close	-2.34	-0.04478	49.92	2018-10-24 20:00:00.375	Itron Inc.	49.92	2018-10-24 20:00:00.375	-0.006	-0.00012	49.914	2018-10-24 20:30:00.887	52.71	0.0	0.0	0.0	0.0	2018-10-24 19:57:20.633	0.06544	50.04	100.0	13649.0	49.92	Close	2018-10-24 00:00:00	1540411200375	208573	49.85	1961825748	52.33	2018-10-24 13:30:00.398	20.63	52.26	Nasdaq Global Select	Technology	79.95	49.85	-0.29066744588744586
PTC	1291724	close	-6.16	-0.06787	84.6	2018-10-24 20:00:00.367	PTC Inc.	84.6	2018-10-24 20:00:00.367	-4.49	-0.05307	80.11	2018-10-24 20:55:50.021	91.197	0.0	0.0	0.0	0.0	2018-10-24 19:59:57.237	0.05211	84.5	100.0	158004.0	84.6	Close	2018-10-24 00:00:00	1540411200367	3032124	84.291	9968393720	89.92	2018-10-24 13:30:00.426	96.14	90.76	Nasdaq Global Select	Technology	107.44	59.395	0.416106455199477
AOSL	96991	close	-0.64	-0.06471	9.25	2018-10-24 20:00:00.335	Alpha and Omega Semiconductor Limited	9.25	2018-10-24 20:00:00.335	0.0	0.0	9.25	2018-10-24 20:00:10.506	9.89	0.0	0.0	0.0	0.0	2018-10-24 19:51:32.023	0.01306	9.24	100.0	1200.0	9.25	Close	2018-10-24 00:00:00	1540411200335	91884	9.24	221011961	9.87	2018-10-24 13:30:00.828	14.23	9.89	Nasdaq Global Select	Technology	18.72	9.24	-0.47741783847980995
LEXEA	329926	close	-1.13	-0.02747	40.01	2018-10-24 20:00:00.471	Liberty Expedia Holdings Inc. Series A Common Stock	40.01	2018-10-24 20:00:00.471	0.841	0.02102	40.851	2018-10-24 20:11:05.868	41.73	0.0	0.0	0.0	0.0	2018-10-24 19:59:55.166	0.03409	40.03	15.0	8732.0	40.01	Close	2018-10-24 00:00:00	1540411200471	256145	39.96	2291651530	41.28	2018-10-24 13:30:00.621		41.14	Nasdaq Global Select	Technology	56.378	35.8901	-0.11019017837235232
CDAY	715033	close	-0.42	-0.01159	35.83	2018-10-24 20:00:35.654	Ceridian HCM Holding Inc.	35.83	2018-10-24 20:00:35.654	0.565	0.01577	36.395	2018-10-24 20:11:05.868	37.047	0.0	0.0	0.0	0.0	2018-10-24 19:59:57.113	0.0682	35.81	100.0	65953.0	35.83	Close	2018-10-24 00:00:00	1540411235654	967053	35.75	4839755093	35.94	2018-10-24 13:30:00.153		36.25	New York Stock Exchange	Technology	44.98	28.65	0.14989670297981414
RENN	529897	close	-0.06	-0.04	1.44	2018-10-24 20:02:01.422	Renren Inc. American Depositary Shares each representing fifteen Class A	1.44	2018-10-24 20:02:01.422	0.0	0.0	1.44	2018-10-24 20:56:43.512	1.511	0.0	0.0	0.0	0.0	2018-10-24 19:51:34.302	0.01191	1.44	25.0	1625.0	1.44	Close	2018-10-24 00:00:00	1540411321422	136440	1.43	99066038	1.46	2018-10-24 13:31:00.744		1.5	New York Stock Exchange	Technology	18.7	1.335	0.28251807441368354
ANGI	754014	close	-0.76	-0.0393	18.58	2018-10-24 20:00:00.394	ANGI Homeservices Inc.	18.58	2018-10-24 20:00:00.394	0.471	0.02535	19.051	2018-10-24 20:11:05.868	19.44	0.0	0.0	0.0	0.0	2018-10-24 19:59:55.560	0.04594	18.58	20.0	26208.0	18.58	Close	2018-10-24 00:00:00	1540411200394	570483	18.57	9038100442	19.19	2018-10-24 13:30:00.655	-77.42	19.34	Nasdaq Global Select	Technology	23.95	10.24	0.6542201401050788
MGIC	42515	close	-0.095	-0.01148	8.18	2018-10-24 20:00:00.465	Magic Software Enterprises Ltd.	8.18	2018-10-24 20:00:00.465	-0.065	-0.00795	8.115	2018-10-24 18:25:11.311	8.45	0.0	0.0	0.0	0.0	2018-10-24 18:25:11.311	0.01934	8.115	100.0	300.0	8.18	Close	2018-10-24 00:00:00	1540411200465	15512	8.1	398836317	8.28	2018-10-24 13:30:00.402	15.43	8.275	Nasdaq Global Select	Technology	9.25	7.75	-0.028525792005701673
EDGW	28821	close	0.04	0.00811	4.97	2018-10-24 20:00:00.564	Edgewater Technology Inc.	4.97	2018-10-24 20:00:00.564	0.01	0.00201	4.98	2018-10-23 12:52:58.862	4.96	0.0	0.0	0.0	0.0	1970-01-01 00:00:00.000	0.0	0.0	0.0	0.0	4.97	Close	2018-10-24 00:00:00	1540411200564	18900	4.85	72619508	4.96	2018-10-24 13:30:00.032		4.93	NASDAQ Global Market	Technology	7.3	4.25	-0.20435006389776358
IBM	6106582	close	-4.0	-0.03049	127.21	2018-10-24 20:02:05.156	International Business Machines Corporation	127.21	2018-10-24 20:02:05.156	0.58	0.00456	127.79	2018-10-24 20:59:35.459	131.69	0.0	0.0	0.0	0.0	2018-10-24 19:59:59.236	0.02372	127.18	100.0	129788.0	127.21	Close	2018-10-24 00:00:00	1540411325156	5471669	127.0	116113241323	130.97	2018-10-24 13:30:10.030	9.0	131.21	New York Stock Exchange	Technology	171.13	127	-0.15256335481591698
GRPN	7554730	close	-0.07	-0.0216	3.17	2018-10-24 20:00:00.416	Groupon Inc.	3.17	2018-10-24 20:00:00.416	0.15	0.04732	3.32	2018-10-24 20:59:31.697	3.33	0.0	0.0	0.0	0.0	2018-10-24 19:59:57.437	0.06927	3.165	300.0	418106.0	3.17	Close	2018-10-24 00:00:00	1540411200416	6035889	3.16	1801815253	3.25	2018-10-24 13:30:00.428	158.5	3.24	Nasdaq Global Select	Technology	5.99	3.06	-0.4032793893129771
WIRE	64531	close	-2.02	-0.04689	41.06	2018-10-24 20:00:00.390	Encore Wire Corporation	41.06	2018-10-24 20:00:00.390	0.0	0.0	41.06	2018-10-24 20:30:01.653	43.51	0.0	0.0	0.0	0.0	2018-10-24 19:59:30.786	0.00925	40.98	7.0	688.0	41.06	Close	2018-10-24 00:00:00	1540411200390	74378	40.96	856066017	42.96	2018-10-24 13:30:00.521	14.51	43.08	Nasdaq Global Select	Technology	58.7	40.96	-0.17343547518926872
MRVL	12634081	close	-1.0	-0.05701	16.54	2018-10-24 20:00:00.553	Marvell Technology Group Ltd.	16.54	2018-10-24 20:00:00.553	0.46	0.02781	17.0	2018-10-24 20:59:49.086	17.29	0.0	0.0	0.0	0.0	2018-10-24 19:59:49.015	0.02036	16.54	200.0	248431.0	16.54	Close	2018-10-24 00:00:00	1540411200553	12201916	16.53	10889936000	17.2	2018-10-24 13:30:00.349	17.78	17.54	Nasdaq Global Select	Technology	25.18	16.53	-0.25998362633367866
CHKP	1149722	close	-4.82	-0.0426	108.33	2018-10-24 20:00:00.471	Check Point Software Technologies Ltd.	108.33	2018-10-24 20:00:00.471	0.38	0.00351	108.71	2018-10-24 20:34:03.501	114.45	0.0	0.0	0.0	0.0	2018-10-24 19:59:57.806	0.04833	108.2	100.0	116252.0	108.33	Close	2018-10-24 00:00:00	1540411200471	2405380	108.162	17228227751	113.15	2018-10-24 13:30:00.488	21.28	113.15	Nasdaq Global Select	Technology	120.81	93.7592	0.04779221354919544
AEHR	73945	close	-0.06	-0.02956	1.97	2018-10-24 20:00:00.526	Aehr Test Systems	1.97	2018-10-24 20:00:00.526	0.24	0.12183	2.21	2018-10-17 13:25:55.896	2.03	0.0	0.0	0.0	0.0	1970-01-01 00:00:00.000	0.0	0.0	0.0	0.0	1.97	Close	2018-10-24 00:00:00	1540411200526	30311	1.915	43839785	2.03	2018-10-24 13:30:00.368	-98.5	2.03	NASDAQ Capital Market	Technology	3.75	1.8	-0.30456
AMSC	98810	close	-0.26	-0.04147	6.01	2018-10-24 20:00:00.394	American Superconductor Corporation	6.01	2018-10-24 20:00:00.394	0.01	0.00166	6.02	2018-10-24 19:31:16.304	6.28	0.0	0.0	0.0	0.0	2018-10-24 19:31:16.304	0.02415	6.02	65.0	1488.0	6.01	Close	2018-10-24 00:00:00	1540411200394	61615	5.99	127580707	6.21	2018-10-24 13:30:00.252	-2.74	6.27	Nasdaq Global Select	Technology	8.03	3.06	0.6041992913385825
